make,model,year,mileage,body_type,transmission,fuel_type,drivetrain,engine_cylinders,engine_volume,color,price
TOYOTA,Camry,2009,92000,Sedan,Tiptronic,Hybrid,Front,4.0,2.4,Sky blue,17719
LEXUS,GX 460,2011,160138,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,43278
HYUNDAI,Santa FE,2012,197923,Jeep,Automatic,Petrol,4x4,6.0,3.5,Red,470
CHEVROLET,Cruze,2017,42000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Black,20385
TOYOTA,Tundra,2016,254805,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,941
HYUNDAI,Tucson,2019,48000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,49858
NISSAN,Elgrand,1998,230000,Minivan,Automatic,Diesel,4x4,4.0,3.2,White,8781
MERCEDES-BENZ,C 350,2013,159250,Sedan,Automatic,Petrol,Rear,6.0,3.5,Black,220
HYUNDAI,Sonata,2015,582376,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,9722
MERCEDES-BENZ,CLS 500,2006,2000,Sedan,Automatic,Petrol,Rear,8.0,5.0,Grey,21326
HYUNDAI,Tucson,2017,40800,Jeep,Automatic,Diesel,Front,4.0,2.0,White,51075
HYUNDAI,Genesis,2011,117492,Coupe,Automatic,Petrol,Front,4.0,2.0,Grey,15241
FORD,Fusion,2015,88795,Sedan,Automatic,Hybrid,Front,4.0,2.0,Black,2587
HYUNDAI,H1,2008,56769,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,15524
MERCEDES-BENZ,C 250,2014,70000,Sedan,Tiptronic,Petrol,Rear,4.0,1.8,Beige,27911
TOYOTA,Camry,2013,136861,Sedan,Automatic,Hybrid,Front,4.0,2.5,Blue,4861
MERCEDES-BENZ,S 350,2005,263000,Sedan,Automatic,Petrol,Rear,4.0,3.5,Black,29793
HYUNDAI,Elantra,2012,95665,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,18208
HYUNDAI,Sonata,2017,107387,Sedan,Automatic,Hybrid,Front,4.0,2.0,Silver,549
NISSAN,Tiida,2006,0,Hatchback,Automatic,Petrol,Front,4.0,1.5,Red,30
TOYOTA,RAV 4 Le,2013,65350,Jeep,Tiptronic,Petrol,Front,4.0,2.5,White,34497
OPEL,Zafira,2000,130000,Goods wagon,Manual,Petrol,Front,4.0,1.8,Silver,6272
CHEVROLET,Captiva,2007,183923,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,4924
OPEL,Vectra b,2000,11111,Hatchback,Manual,Diesel,Front,4.0,2.0,Red,4704
HYUNDAI,H1,2016,97129,Universal,Automatic,Diesel,Front,4.0,2.5,Silver,43576
MERCEDES-BENZ,C 200,2001,140000,Sedan,Manual,CNG,Rear,4.0,2.0,Black,7840
TOYOTA,CHR,2018,24000,Jeep,Automatic,Petrol,Front,4.0,2.0,Grey,28225
OPEL,Astra,1992,0,Sedan,Manual,Petrol,Front,4.0,1.1,White,700
MAZDA,323,1998,300000,Hatchback,Manual,Petrol,Front,4.0,1.5,Silver,2352
CHEVROLET,Cruze,2017,29094,Hatchback,Automatic,Petrol,Front,4.0,1.4,Grey,18817
FORD,Fusion,2015,148709,Sedan,Automatic,Hybrid,Front,4.0,2.0,Red,4861
LEXUS,RX 450,2010,186005,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Silver,13172
MERCEDES-BENZ,E 350 ამგ,2013,156800,Sedan,Tiptronic,Petrol,4x4,4.0,3.5,Black,37320
FORD,Escape,2017,251430,Jeep,Automatic,Petrol,Front,4.0,2.0,Blue,706
TOYOTA,Camry,2015,35000,Sedan,Automatic,Hybrid,Front,4.0,2.5,Grey,39201
HYUNDAI,Elantra,2018,35643,Sedan,Automatic,LPG,Front,4.0,1.6,White,36426
HONDA,Civic,2006,250000,Hatchback,Manual,Petrol,Front,4.0,1.8,Grey,8467
MERCEDES-BENZ,CLK 320,2000,255000,Coupe,Tiptronic,Petrol,Rear,6.0,3.2,Silver,7840
HONDA,Cr-v,2015,117158,Jeep,Automatic,Petrol,Front,4.0,2.4,White,12701
SUBARU,Forester,2012,281659,Jeep,Automatic,Petrol,4x4,4.0,2.5,Blue,8154
TOYOTA,Avalon,2015,63645,Sedan,Tiptronic,Hybrid,Front,4.0,2.5,White,46414
MERCEDES-BENZ,ML 250,2015,197338,Jeep,Automatic,Diesel,4x4,4.0,2.1,White,45160
BMW,330,2007,1123,Cabriolet,Tiptronic,Petrol,4x4,6.0,3.0,Black,100
AUDI,A7 Prestige,2016,35000,Sedan,Automatic,Petrol,4x4,6.0,3.0,Black,100355
MITSUBISHI,Colt Lancer,2014,136634,Hatchback,Automatic,Petrol,Front,4.0,2.0,Silver,1176
HYUNDAI,Elantra,2013,77000,Coupe,Manual,Petrol,Front,6.0,1.8,Beige,12231
TOYOTA,Prius,2007,140000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Green,5802
HYUNDAI,Sonata,2018,45494,Sedan,Automatic,Petrol,Front,4.0,2.4,White,2901
TOYOTA,Prius,2017,47672,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,1882
NISSAN,Pathfinder,2010,109100,Sedan,Automatic,Petrol,4x4,12.0,4.0,Blue,22894
HONDA,FIT,2013,145000,Sedan,Automatic,Hybrid,Front,4.0,1.3,Silver,11290
BMW,318,1997,270000,Sedan,Manual,LPG,Rear,4.0,1.8,Green,6586
TOYOTA,Camry,2006,188800,Sedan,Variator,Hybrid,Front,4.0,2.4,Grey,14426
MITSUBISHI,Outlander,2016,39000,Jeep,Variator,Petrol,Front,4.0,2.4,Silver,36065
TOYOTA,Camry SE,2014,52000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,27284
SUBARU,Forester,2016,34000,Jeep,Variator,Petrol,4x4,4.0,2.5,White,21639
HYUNDAI,I30,2009,140000,Hatchback,Automatic,Petrol,Front,4.0,1.6,Silver,7840
MERCEDES-BENZ,E 200,1998,180003,Sedan,Manual,CNG,Rear,4.0,2.0,Black,7840
FORD,Escape,2008,220474,Jeep,Automatic,Hybrid,Front,4.0,0.4,Grey,282
MERCEDES-BENZ,GLE 350,2016,59099,Jeep,Automatic,Petrol,4x4,6.0,3.0,White,1646
HYUNDAI,Tucson,2013,124000,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,24198
HONDA,FIT,2013,34682,Hatchback,Automatic,Petrol,Front,4.0,1.5,Grey,25365
CHEVROLET,Malibu,2014,310061,Sedan,Automatic,Petrol,Front,4.0,2.5,Blue,1725
ACURA,TL,2010,162453,Sedan,Automatic,Petrol,Front,6.0,3.5,Silver,314
TOYOTA,Prius,2012,22400,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,17249
MERCEDES-BENZ,E 350,2010,229904,Sedan,Automatic,Petrol,4x4,6.0,3.5,Black,470
HYUNDAI,Sonata,2014,62000,Sedan,Tiptronic,Petrol,Front,4.0,2.0,White,31361
HYUNDAI,Elantra,2007,54279,Sedan,Automatic,Diesel,Front,4.0,1.6,Silver,4704
CHEVROLET,Cruze,2011,135759,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,12720
HYUNDAI,Tucson,2013,120534,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,26372
BMW,X5,2003,189000,Jeep,Tiptronic,LPG,4x4,6.0,3.0,Black,13485
HYUNDAI,Elantra,2014,140000,Sedan,Automatic,Petrol,Front,4.0,1.6,White,25591
MERCEDES-BENZ,C 300,2010,108517,Sedan,Automatic,Petrol,4x4,6.0,3.0,White,6429
LEXUS,RX 350,2016,107030,Jeep,Automatic,Petrol,4x4,6.0,3.5,Grey,251
LEXUS,GX 460,2010,155821,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,39829
MERCEDES-BENZ,E 350,2011,325811,Sedan,Automatic,Diesel,4x4,8.0,5.5,Black,13172
TOYOTA,CHR,2019,24339,Jeep,Automatic,Petrol,Front,4.0,2.0,Blue,627
DAEWOO,Lacetti,2009,130000,Sedan,Automatic,Petrol,Front,4.0,1.6,Black,8097
BMW,X5,2012,420794,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,12388
HYUNDAI,Sonata,2012,280480,Sedan,Automatic,Hybrid,Front,4.0,2.0,Silver,18503
HONDA,Insight,2010,150000,Sedan,Variator,Hybrid,Front,4.0,1.3,Black,12231
HONDA,FIT,2002,135000,Hatchback,Variator,Petrol,Front,4.0,1.3,Black,40
HYUNDAI,H1,2011,237853,Universal,Automatic,Diesel,Front,4.0,2.5,Silver,17054
HONDA,Stream,2001,111000,Universal,Automatic,Petrol,Front,4.0,2.0,Black,5300
HYUNDAI,Sonata,2015,42000,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,9565
CHEVROLET,Malibu,2015,60618,Sedan,Automatic,Diesel,Front,4.0,2.0,Black,24302
TOYOTA,Camry,2009,230400,Sedan,Automatic,Petrol,Front,4.0,2.4,Silver,18817
NISSAN,Altima,2014,127918,Sedan,Automatic,Petrol,Front,4.0,2.5,Red,1960
HYUNDAI,Sonata,2016,77000,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Silver,17249
HYUNDAI,Sonata,2016,280016,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15530
HYUNDAI,Sonata,2016,270874,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,11290
TOYOTA,Prius,2013,118000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Sky blue,24148
HYUNDAI,Sonata,2014,362868,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,10036
HYUNDAI,Elantra,2015,85000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Black,18817
LEXUS,CT 200h,2014,132563,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Red,10349
LEXUS,RX 350,2010,138211,Jeep,Automatic,Petrol,4x4,6.0,3.5,Black,549
HYUNDAI,Sonata,2015,391625,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,9252
HYUNDAI,Tucson,2018,38577,Jeep,Automatic,Diesel,Front,4.0,1.7,Black,55823
TOYOTA,Camry,2013,132800,Sedan,Tiptronic,Petrol,Rear,6.0,2.5,Blue,25089
HYUNDAI,H1,2011,52686,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,18669
LEXUS,RX 450,2012,232357,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,941
FORD,Transit,2001,253206,Microbus,Manual,Diesel,Rear,4.0,2.4,White,15053
HONDA,FIT,2014,76525,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Blue,10660
HYUNDAI,Tucson,2016,80000,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,37000
SSANGYONG,REXTON,2011,186412,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,18826
MERCEDES-BENZ,E 350,2011,230696,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,14583
MERCEDES-BENZ,Vito,2007,285000,Minivan,Manual,Diesel,Rear,4.0,2.2,Red,21012
MITSUBISHI,I,2011,92000,Hatchback,Automatic,Petrol,Front,3.0,0.7,Brown,5645
SSANGYONG,Actyon,2010,120000,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,18826
HYUNDAI,Tucson,2011,142000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,22649
HYUNDAI,H1,2011,42415,Minivan,Automatic,Diesel,Front,4.0,2.5,White,16590
TOYOTA,Camry,2014,51000,Sedan,Automatic,Hybrid,Front,4.0,2.5,Grey,31988
DAEWOO,Lacetti,2009,19999,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,8624
TOYOTA,Camry,2015,89000,Sedan,Variator,Hybrid,Front,4.0,2.5,Silver,21012
HONDA,FIT,2014,114000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,White,10663
MERCEDES-BENZ,E 350,2014,95987,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,220
VOLKSWAGEN,GTI,2006,161000,Hatchback,Manual,Petrol,Front,4.0,2.0,Black,13485
MITSUBISHI,Colt,2003,241589,Hatchback,Variator,Petrol,Front,4.0,1.3,Sky blue,5331
OPEL,Zafira,2000,260000,Minivan,Manual,Petrol,Front,4.0,1.8,Silver,7370
FORD,Transit,2003,195000,Microbus,Manual,Diesel,Front,6.0,2.0,Yellow,11900
VOLKSWAGEN,Jetta,2015,55000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Black,17249
MITSUBISHI,Pajero Mini,2006,314000,Jeep,Manual,Petrol,4x4,3.0,0.7,Silver,4391
FORD,C-MAX,2013,120000,Hatchback,Tiptronic,Hybrid,Front,4.0,2.0,Silver,17876
HONDA,FIT,2010,157000,Hatchback,Tiptronic,Hybrid,Front,4.0,1.3,White,11604
BMW,750,2005,240000,Sedan,Tiptronic,Petrol,Rear,8.0,4.8,Black,13799
TOYOTA,RAV 4 s p o r t,2017,76000,Jeep,Tiptronic,Petrol,4x4,4.0,2.5,Black,40769
LEXUS,RX 400,2008,244731,Jeep,Automatic,Hybrid,Front,6.0,3.5,Black,7997
MERCEDES-BENZ,E 250,1995,410918,Sedan,Manual,Diesel,Front,2.0,2.5,White,7840
VOLKSWAGEN,Jetta,2011,156800,Sedan,Automatic,Petrol,Front,4.0,2.5,Blue,14113
HONDA,FIT,2011,188000,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Blue,11917
HYUNDAI,Sonata,2013,162558,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,12777
TOYOTA,Prius C,2013,130000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Red,18817
TOYOTA,Camry,2012,83000,Sedan,Variator,Hybrid,Front,4.0,2.5,Silver,23521
AUDI,Q5,2010,150400,Jeep,Tiptronic,Petrol,4x4,6.0,3.2,Grey,22580
LEXUS,RX 450,2016,27038,Jeep,Automatic,Hybrid,4x4,6.0,3.5,White,392
TOYOTA,Prius,2011,284678,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Silver,12544
CHEVROLET,Cruze,2014,121000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Green,9722
HYUNDAI,Sonata,2011,224349,Sedan,Automatic,Hybrid,Front,4.0,2.4,Grey,3450
TOYOTA,Prius,2014,263392,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Red,1882
FORD,Transit,2007,280000,Microbus,Manual,Diesel,Front,4.0,2.2,White,15991
TOYOTA,Camry,2014,179381,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,11133
HYUNDAI,Elantra,2017,284251,Jeep,Automatic,Petrol,Front,4.0,2.0,Grey,94
MERCEDES-BENZ,E 350,2012,133000,Sedan,Automatic,Petrol,Rear,6.0,3.5,Black,34184
CHEVROLET,Cruze,2018,25304,Sedan,Automatic,Petrol,Front,4.0,1.4,Brown,21169
CHEVROLET,Captiva,2008,71486,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,7495
LEXUS,CT 200h,2011,95590,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,4861
HYUNDAI,Sonata,2015,72369,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,13485
LEXUS,GX 460,2016,155976,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,81539
HYUNDAI,Elantra,2012,147718,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,20005
SUBARU,Outback,2003,1000,Goods wagon,Tiptronic,Petrol,4x4,6.0,2.5,Blue,3000
TOYOTA,Camry,2007,200000,Sedan,Variator,Hybrid,Front,4.0,2.4,Grey,11917
MERCEDES-BENZ,GLC 300,2018,4500,Sedan,Tiptronic,Petrol,Rear,6.0,2.0,Black,84675
MERCEDES-BENZ,E 200,1998,180003,Sedan,Manual,CNG,Rear,4.0,2.0,Black,7840
LEXUS,CT 200h,2012,192683,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,627
CHEVROLET,Lacetti,2010,152293,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,12570
LINCOLN,Navigator,2004,464000,Jeep,Automatic,LPG,4x4,8.0,5.4,Grey,17249
BMW,325,1988,455680,Sedan,Manual,Diesel,Rear,6.0,2.4,Blue,2800
MERCEDES-BENZ,C 180,1997,0,Sedan,Manual,CNG,Front,4.0,1.8,Black,6899
TOYOTA,Aqua,2015,137350,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,14009
LEXUS,GX 470,2011,202048,Sedan,Automatic,Petrol,4x4,8.0,4.6,White,392
MERCEDES-BENZ,GLA 250,2016,109555,Jeep,Automatic,Petrol,Front,4.0,2.0,White,8311
TOYOTA,Corolla,2014,40000,Sedan,Automatic,Petrol,Front,4.0,1.8,Green,23521
FORD,Fusion Titanium,2016,65000,Sedan,Tiptronic,Petrol,Front,4.0,2.0,Silver,25716
HYUNDAI,Elantra,2017,32510,Sedan,Automatic,LPG,Front,4.0,1.6,Blue,21730
HYUNDAI,H1,2019,25541,Minivan,Automatic,Diesel,Front,4.0,2.5,Black,80911
HYUNDAI,Genesis,2011,153651,Coupe,Automatic,Petrol,Front,4.0,2.0,Red,19369
SUZUKI,Jimny,2000,125000,Jeep,Manual,Petrol,4x4,4.0,1.3,Green,12544
HYUNDAI,Tucson,2012,160000,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,25299
CHEVROLET,Cruze,2018,28515,Sedan,Automatic,Diesel,Front,4.0,1.6,Grey,7213
CHEVROLET,Aveo,2012,94923,Hatchback,Automatic,Petrol,Front,4.0,1.6,Black,6899
BMW,X6,2011,147677,Jeep,Automatic,Petrol,4x4,8.0,4.4,Red,8154
TOYOTA,Prius,2011,160000,Sedan,Tiptronic,Hybrid,Front,4.0,1.8,Silver,18817
HYUNDAI,Tucson,2019,1217,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,61499
TOYOTA,Prius,2010,256000,Sedan,Automatic,Hybrid,Front,6.0,1.8,White,17249
TOYOTA,Aqua S,2013,137000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Silver,9879
VAZ,1111,1988,1000,Sedan,Manual,Petrol,Rear,4.0,1.3,Green,4000
TOYOTA,Prius,2011,141000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,17249
HYUNDAI,Sonata,2017,58414,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,51225
HYUNDAI,Santa FE,2015,93555,Jeep,Automatic,Diesel,Front,4.0,2.0,White,49798
HYUNDAI,Elantra,2013,64800,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Black,17249
FORD,Escape,2014,127000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Silver,29166
MERCEDES-BENZ,GLA 250,2015,69555,Jeep,Automatic,Petrol,Front,4.0,2.0,Red,188
LEXUS,NX 200,2017,35000,Jeep,Tiptronic,Petrol,Front,4.0,2.0,Beige,79971
OPEL,Astra,2006,27000,Goods wagon,Manual,Diesel,Front,16.0,1.3,Black,11604
GAZ,32214,1977,11111,Limousine,Manual,Petrol,Rear,6.0,2.4,Black,15681
RENAULT,Laguna,1995,32000,Sedan,Manual,Petrol,Front,4.0,2.0,Blue,2500
KIA,Optima,2013,0,Sedan,Automatic,Hybrid,Front,4.0,2.4,Black,392
HYUNDAI,Elantra,2018,47294,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,627
HONDA,Insight,2014,149970,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Grey,2274
VOLKSWAGEN,Jetta,2015,102400,Sedan,Automatic,Petrol,Front,4.0,1.8,Silver,19444
MERCEDES-BENZ,GLE 350,2017,39814,Jeep,Automatic,Petrol,Rear,6.0,3.5,Black,43592
TOYOTA,Prius,2009,174000,Hatchback,Variator,Hybrid,Front,4.0,1.8,Blue,15367
TOYOTA,Highlander,2013,125605,Jeep,Automatic,Petrol,4x4,6.0,3.5,Black,4861
HONDA,Shuttle,2013,150000,Universal,Automatic,Hybrid,Front,4.0,1.3,White,14113
CHEVROLET,Orlando,2012,228570,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,13564
FORD,C-MAX,2012,128205,Hatchback,Automatic,Hybrid,Front,4.0,2.0,Silver,17876
MERCEDES-BENZ,C 240,2002,2000,Sedan,Tiptronic,Petrol,Rear,6.0,2.4,Black,10349
SUBARU,Legacy,2008,138000,Sedan,Tiptronic,Petrol,4x4,6.0,3.0,Black,15000
MERCEDES-BENZ,E 320,2004,205500,Sedan,Tiptronic,Petrol,Rear,6.0,3.2,Silver,12544
BMW,318,1996,1000,Sedan,Manual,Petrol,Rear,4.0,1.8,Grey,5600
BMW,X5,2012,229966,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,14583
HYUNDAI,H1,2017,137000,Universal,Automatic,Diesel,Front,4.0,2.5,White,36827
TOYOTA,Highlander,2011,368064,Sedan,Automatic,Hybrid,4x4,6.0,3.5,Grey,21639
TOYOTA,Prius,2005,18000,Sedan,Automatic,Hybrid,4x4,1.0,1.6,White,9
NISSAN,Elgrand,2003,155000,Minivan,Tiptronic,LPG,4x4,6.0,3.5,Golden,14113
SSANGYONG,Actyon,2016,59272,Jeep,Automatic,Diesel,Front,4.0,1.6,White,40340
HONDA,FIT,2012,216000,Hatchback,Tiptronic,Petrol,Front,4.0,1.5,Grey,10976
MERCEDES-BENZ,C 300,2012,86000,Sedan,Tiptronic,Petrol,4x4,6.0,3.0,White,25089
TOYOTA,Land Cruiser Prado,2019,120,Jeep,Automatic,Petrol,4x4,4.0,2.7,White,300
HYUNDAI,Santa FE,2011,143166,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,18688
LEXUS,GX 470,2015,273493,Jeep,Automatic,Petrol,4x4,8.0,4.6,Silver,69935
HYUNDAI,Elantra,2015,68243,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,28830
LEXUS,GX 470,2006,180000,Jeep,Automatic,CNG,4x4,8.0,4.7,Black,42337
FORD,Transit,2012,141000,Microbus,Manual,Diesel,Front,4.0,2.2,White,23834
MERCEDES-BENZ,E 350,2011,119379,Sedan,Automatic,Diesel,4x4,6.0,3.5,Silver,16621
MERCEDES-BENZ,E 300,2017,26802,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,314
FORD,C-MAX,2014,272000,Hatchback,Automatic,Hybrid,Front,4.0,2.0,Grey,16000
HYUNDAI,Elantra,2013,31691,Sedan,Automatic,Petrol,Front,4.0,1.6,White,11917
BMW,328 Xdrive,2011,120000,Sedan,Tiptronic,Petrol,4x4,6.0,3.0,Black,13485
LEXUS,GX 470,2008,263190,Jeep,Automatic,Petrol,4x4,8.0,4.7,White,862
TOYOTA,Camry,2014,1440000,Sedan,Automatic,Petrol,Front,4.0,2.5,Silver,15994
MERCEDES-BENZ,E 240,1998,0,Sedan,Automatic,CNG,Rear,4.0,2.4,Black,5175
FORD,Taurus,2014,290000,Sedan,Automatic,LPG,4x4,6.0,3.7,Grey,15367
HYUNDAI,Veloster,2011,73600,Hatchback,Manual,Petrol,Front,4.0,1.6,Carnelian red,15994
CHEVROLET,Orlando,2012,79749,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,11917
TOYOTA,Camry,2018,35058,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,18817
CHEVROLET,Equinox,2014,251514,Jeep,Automatic,Petrol,Front,4.0,2.4,Black,1568
HYUNDAI,Sonata,2013,20000,Sedan,Tiptronic,Hybrid,Front,2.0,2.4,Black,21953
HYUNDAI,Sonata,2016,38206,Sedan,Automatic,LPG,Front,4.0,2.0,White,13808
MAZDA,CX-7,2011,183728,Jeep,Automatic,Petrol,Front,4.0,2.5,Blue,392
TOYOTA,Prius,2012,110990,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Silver,16151
RENAULT,Twingo,2001,777,Hatchback,Manual,Petrol,Front,4.0,1.2,Purple,3300
HYUNDAI,Tucson,2010,171344,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,22947
BMW,535 M PAKET,2012,58450,Sedan,Tiptronic,Petrol,Rear,6.0,3.0,Grey,40769
LEXUS,CT 200h,2013,65989,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Silver,7840
MITSUBISHI,Pajero,1993,430000,Jeep,Manual,CNG,4x4,6.0,3.0,Blue,9408
TOYOTA,Camry,2014,125000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Grey,25089
LEXUS,GX 470,2008,218126,Jeep,Automatic,Petrol,4x4,8.0,4.7,Black,282
MERCEDES-BENZ,S 500 long,1997,167000,Sedan,Automatic,Petrol,Rear,8.0,5.0,Black,10976
TOYOTA,Camry,2014,109798,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,5488
BMW,318,1997,545654,Coupe,Manual,Petrol,Rear,4.0,1.8,Black,5000
TOYOTA,Vitz,2012,130000,Hatchback,Automatic,Petrol,4x4,4.0,1.3,White,9722
HYUNDAI,Genesis,2010,151977,Coupe,Automatic,Petrol,Front,4.0,3.8,Blue,16621
LEXUS,RX 450,2015,143619,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,13956
HYUNDAI,Sonata,2015,676825,Sedan,Automatic,Petrol,Front,4.0,2.0,White,9418
SSANGYONG,Korando,2012,135490,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,24415
BMW,520,1989,199000,Sedan,Manual,Petrol,Rear,6.0,2.0,White,3763
LEXUS,CT 200h,2015,115347,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,470
BMW,525,2000,320000,Sedan,Tiptronic,Petrol,Rear,6.0,2.5,Black,10036
HYUNDAI,Elantra,2014,107155,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,1725
HYUNDAI,Elantra,2014,140082,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,549
TOYOTA,Camry,2012,249422,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,314
OPEL,Vectra,1997,200000,Universal,Manual,Petrol,Front,4.0,2.0,White,5645
TOYOTA,Corolla,2014,100000,Sedan,Variator,Hybrid,Front,4.0,1.5,Silver,10976
MERCEDES-BENZ,ML 350,2008,213998,Jeep,Automatic,Diesel,4x4,6.0,3.0,Silver,4547
TOYOTA,Aqua,2013,52500,Hatchback,Automatic,Petrol,Front,4.0,1.5,Blue,21285
MERCEDES-BENZ,E 350,2014,219030,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,29793
LEXUS,GX 460,2015,102907,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,706
FORD,Fusion,2014,186048,Sedan,Automatic,Hybrid,Front,4.0,2.0,Black,862
MERCEDES-BENZ,E 350,2014,149486,Sedan,Automatic,Diesel,4x4,6.0,3.5,Silver,314
AUDI,A4 premium,2010,168000,Sedan,Automatic,Petrol,4x4,4.0,2.0,Silver,19130
FORD,Galaxy,2001,11111,Minivan,Automatic,Petrol,Front,5.0,2.2,Blue,1900
HYUNDAI,Tucson,2017,97880,Jeep,Automatic,Diesel,Front,4.0,1.7,White,35570
TOYOTA,Prius C,2012,175000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Black,8781
SUZUKI,Kizashi,2010,263157,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Black,12544
HYUNDAI,Tucson,2014,128000,Jeep,Tiptronic,Petrol,4x4,4.0,2.4,Red,24148
TOYOTA,Prius,2013,105328,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,706
TOYOTA,Prius,2014,160000,Sedan,Automatic,Hybrid,Front,4.0,1.8,Black,22580
TOYOTA,Camry,2013,136861,Sedan,Automatic,Hybrid,Front,4.0,2.5,Blue,4861
TOYOTA,Prius,2008,210452,Sedan,Variator,Hybrid,Front,4.0,1.5,Silver,12858
HONDA,FIT,2011,185000,Sedan,Automatic,Petrol,Front,4.0,1.3,Black,8154
VOLKSWAGEN,Golf 4,1998,30000,Hatchback,Automatic,Petrol,Front,4.0,1.8,Red,1800
FORD,Fusion,2014,137328,Sedan,Automatic,Hybrid,Front,4.0,2.0,Silver,4861
